username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
FutbolisticoTV,"Instagram: https://t.co/HfGatP4ouL YouTube: https://t.co/fa2OPQSryp
Twitch: https://t.co/iYyhwHV3Ub
Facebook: https://t.co/4vOCI7WoYE",,680,286,1263,2017-01-02 17:02:05,2021-05-18 01:04:53,0,"YA AL AIRE!!🚨LA QUINTA AMARILLA: MODO SELECCIÓN 

Suscríbete gratis, activa notificaciones, opina en el chat y dale like• 📺 Todo por nuestro canal de YouTube:https://t.co/UVA7W8VN6F
#Eliminatoriassudamericanas #Copaamerica #SelecciónColombia","[{'text': 'Eliminatoriassudamericanas', 'indices': [182, 209]}, {'text': 'Copaamerica', 'indices': [210, 222]}, {'text': 'SelecciónColombia', 'indices': [223, 241]}]"
L_Aristizabal,Hijo de Dios • Comunicador Social y Periodista con Énfasis en Comunicación Organizacional • Periodista Deportivo • Relator / Panelista de @FutbolisticoTV 🎙️,Colombia,436,576,20425,2010-08-06 02:04:34,2021-05-18 00:59:06,0,"ATENCIÓN🚨QUINTA AMARILLA: MODO SELECCIÓN 8:00pm🇨🇴/ 9horaEste🇺🇸/22h🇦🇷|Suscríbete gratis, activa notificaciones, opina en el chat y dale like• 📺 Todo por nuestro canal de YouTube:https://t.co/CoXdH08uJU
#Eliminatoriassudamericanas #Copaamerica #SelecciónColombia","[{'text': 'Eliminatoriassudamericanas', 'indices': [201, 228]}, {'text': 'Copaamerica', 'indices': [229, 241]}, {'text': 'SelecciónColombia', 'indices': [242, 260]}]"
CamloAndrs,"Soy un hincha muy amoroso y muy orgulloso de mí @SantaFe, estoy muy agradecido por la gran familia qué tengo Alumno de Comunicación Social & Periodismo.","Bogotá, D.C., Colombia",5002,1488,445159,2011-06-19 18:13:10,2021-05-18 00:20:08,1,"Juan Fernando Quintero sigue en un alto nivel. Hoy es TITULAR de la selección Colombia. 
#DiegoAlejandro 
#SeleccionColombia","[{'text': 'DiegoAlejandro', 'indices': [108, 123]}]"
Monikhin,Esp Alta Gerencia.Admón Negocios.Admón Doc.Gestión Organizacional.Natación.AtlNacional. Bicampeón Continental 🏆1989💚2016🏆#SDVSF Columnista en @CapsulasFutbol,Medellín-Colombia,3833,35800,66300,2010-11-07 20:22:14,2021-05-17 23:01:47,2,"ATENCIÓN🚨QUINTA AMARILLA: MODO SELECCIÓN 8:00pm🇨🇴/ 9horaEste🇺🇸/22h🇦🇷|Suscríbete gratis, activa notificaciones, opina en el chat y dale like• 📺 Todo por nuestro canal de YouTube:https://t.co/CoXdH08uJU
#Eliminatoriassudamericanas #Copaamerica #SelecciónColombia @Monikhin",[]
Monikhin,Esp Alta Gerencia.Admón Negocios.Admón Doc.Gestión Organizacional.Natación.AtlNacional. Bicampeón Continental 🏆1989💚2016🏆#SDVSF Columnista en @CapsulasFutbol,Medellín-Colombia,3833,35800,66300,2010-11-07 20:22:14,2021-05-17 23:01:33,1,"ATENCIÓN🚨QUINTA AMARILLA: MODO SELECCIÓN 8:00pm🇨🇴/ 9horaEste🇺🇸/22h🇦🇷|Suscríbete gratis, activa notificaciones, opina en el chat y dale like• 📺 Todo por nuestro canal YouTube:https://t.co/ez4LyIYAZr
#Eliminatoriassudamericanas #Copaamerica #SelecciónColombia  @FutbolisticoTV",[]
suarezdiegoxi,"Aprendiz de todo. @suarezdiegoxi en todas las redes sociales.
🇨🇴| Bogotá-Colombia.","Bogotá, D.C., Colombia",238,25,305,2020-12-15 11:54:03,2021-05-17 23:00:37,1,"Juan Fernando Quintero sigue en un alto nivel. Hoy es TITULAR de la selección Colombia. 
#DiegoAlejandro 
#SeleccionColombia","[{'text': 'DiegoAlejandro', 'indices': [89, 104]}, {'text': 'SeleccionColombia', 'indices': [106, 124]}]"
jjeh3010,MD @UninorteSalud. Panelista @futbolisticotv. Suscríbete ⬇️⬇️⬇️,Colombia,999,256,8708,2010-12-13 17:15:58,2021-05-17 22:24:32,2,"ATENCIÓN🚨QUINTA AMARILLA: MODO SELECCIÓN 8:00pm🇨🇴/ 9horaEste🇺🇸/22h🇦🇷|Suscríbete gratis, activa notificaciones, opina en el chat y dale like• 📺 Todo por nuestro canal de YouTube:https://t.co/CoXdH08uJU
#Eliminatoriassudamericanas #Copaamerica #SelecciónColombia @Monikhin",[]
L_Aristizabal,Hijo de Dios • Comunicador Social y Periodista con Énfasis en Comunicación Organizacional • Periodista Deportivo • Relator / Panelista de @FutbolisticoTV 🎙️,Colombia,436,576,20425,2010-08-06 02:04:34,2021-05-17 22:23:15,2,"ATENCIÓN🚨QUINTA AMARILLA: MODO SELECCIÓN 8:00pm🇨🇴/ 9horaEste🇺🇸/22h🇦🇷|Suscríbete gratis, activa notificaciones, opina en el chat y dale like• 📺 Todo por nuestro canal de YouTube:https://t.co/CoXdH08uJU
#Eliminatoriassudamericanas #Copaamerica #SelecciónColombia @Monikhin","[{'text': 'Eliminatoriassudamericanas', 'indices': [201, 228]}, {'text': 'Copaamerica', 'indices': [229, 241]}, {'text': 'SelecciónColombia', 'indices': [242, 260]}]"
jjeh3010,MD @UninorteSalud. Panelista @futbolisticotv. Suscríbete ⬇️⬇️⬇️,Colombia,999,256,8708,2010-12-13 17:15:58,2021-05-17 22:19:49,1,"ATENCIÓN🚨QUINTA AMARILLA: MODO SELECCIÓN 8:00pm🇨🇴/ 9horaEste🇺🇸/22h🇦🇷|Suscríbete gratis, activa notificaciones, opina en el chat y dale like• 📺 Todo por nuestro canal YouTube:https://t.co/ez4LyIYAZr
#Eliminatoriassudamericanas #Copaamerica #SelecciónColombia  @FutbolisticoTV","[{'text': 'Eliminatoriassudamericanas', 'indices': [198, 225]}, {'text': 'Copaamerica', 'indices': [226, 238]}, {'text': 'SelecciónColombia', 'indices': [239, 257]}]"
Jhonatanlgs1,,,6,2,12,2020-10-29 13:51:56,2021-05-17 21:37:17,0,"#NoALaCopaAmericaEnColombia
#NosEstanMatandocolombia
#FuerzaColombia
#SOSColombiaDDHH
#ColombiaResiste
#seleccioncolombia
#DerechosHumanos

Donde están nuestros jugadores que tanto aman la camiseta 🇨🇴🇨🇴 será que no les duele ver tanta masacre https://t.co/TIG92c2J8X","[{'text': 'NoALaCopaAmericaEnColombia', 'indices': [0, 27]}, {'text': 'NosEstanMatandocolombia', 'indices': [28, 52]}, {'text': 'FuerzaColombia', 'indices': [53, 68]}, {'text': 'SOSColombiaDDHH', 'indices': [69, 85]}, {'text': 'ColombiaResiste', 'indices': [86, 102]}, {'text': 'seleccioncolombia', 'indices': [103, 121]}, {'text': 'DerechosHumanos', 'indices': [122, 138]}]"
AmauryDeAvila10,,,505,294,567,2018-11-22 06:51:30,2021-05-17 18:05:32,1,🤔#SeleccionColombia https://t.co/Z7ADRsv3AE,"[{'text': 'SeleccionColombia', 'indices': [22, 40]}]"
SelColombiaNews,Cuenta no oficial. Aquí encontrarás las noticias más relevantes de la Selección Colombia y el deporte colombiano.,,36,24,96,2019-01-10 03:52:14,2021-05-17 18:05:18,1,🤔#SeleccionColombia https://t.co/Z7ADRsv3AE,"[{'text': 'SeleccionColombia', 'indices': [1, 19]}]"
nelcalceto,PERIODISTA DEPORTIVO CON 30 AÑOS EN EL  OFICIO. Trabajo Independiente. En Instagram nelsoncalceto. Fan Page en Facebook CALCETO  FÚTBOL @NelsonCalceto,CALI,968,11779,26329,2010-07-14 03:16:31,2021-05-17 15:02:41,1,"¿Y QUÉ DIRÁ CALCETO? De las eliminatorias @CONMEBOL a Qatar 2022 y Copa América 2021 @CopaAmerica. El regreso del DT Reinaldo Rueda con mucha expectativa. #SeleccionColombia #EliminatoriasQatar2022
#CopaAmerica2021
#fútbol https://t.co/kZvqQKFXwH",[]
AmadiBuhari,"#Cïtyzen 🏆
#UCL
#NBA
#UEL","Maiduguri, Nigeria",99,10,767,2021-03-15 19:45:52,2021-05-17 11:35:20,30,"Todos unidos 💛💙❤️. Siente los colores 🇨🇴 C O L O M B I A .

#adidasfootball #creadoconadidas #SeleccionColombia #Colombia https://t.co/FPKm72oABU","[{'text': 'adidasfootball', 'indices': [77, 92]}, {'text': 'creadoconadidas', 'indices': [93, 109]}, {'text': 'SeleccionColombia', 'indices': [110, 128]}, {'text': 'Colombia', 'indices': [129, 138]}]"
nelcalceto,PERIODISTA DEPORTIVO CON 30 AÑOS EN EL  OFICIO. Trabajo Independiente. En Instagram nelsoncalceto. Fan Page en Facebook CALCETO  FÚTBOL @NelsonCalceto,CALI,968,11779,26329,2010-07-14 03:16:31,2021-05-16 18:40:02,1,"¿Y QUÉ DIRÁ CALCETO? De las eliminatorias @CONMEBOL a Qatar 2022 y Copa América 2021 @CopaAmerica. El regreso del DT Reinaldo Rueda con mucha expectativa. #SeleccionColombia #EliminatoriasQatar2022
#CopaAmerica2021
#fútbol https://t.co/kZvqQKFXwH","[{'text': 'SeleccionColombia', 'indices': [155, 173]}, {'text': 'EliminatoriasQatar2022', 'indices': [174, 197]}, {'text': 'CopaAmerica2021', 'indices': [198, 214]}, {'text': 'fútbol', 'indices': [215, 222]}]"
Gennady20816799,Críticas constructiva,"Barranquilla, Colombia",864,576,1119,2019-10-24 03:36:01,2021-05-16 15:05:52,1,No juega Colombia...pero orgullo me sobra..!!#seleccioncolombia #barranquilla #Colombia #colombiagay #quillagay https://t.co/saegWwIVD1,"[{'text': 'seleccioncolombia', 'indices': [66, 84]}, {'text': 'barranquilla', 'indices': [85, 98]}, {'text': 'Colombia', 'indices': [99, 108]}, {'text': 'colombiagay', 'indices': [109, 121]}, {'text': 'quillagay', 'indices': [122, 132]}]"
VaneDPeriodista,"Editora de contenidos 🇨🇴  Ex Jefe de Prensa de Atlético Huila Femenino. Trabajé para La Nación, Opanoticias y Revista Deporte Total y Liga Deportiva Postobón.","Bogotá, DC, Colombia",400,3431,20154,2011-08-28 15:31:04,2021-05-16 14:32:54,1,"#SelecciónColombia

Transfermarkt publicó el 11 de Selección Colombia para Copa, con los mejor cotizados en el mercado. ⬇️ https://t.co/OxqLFo7RCW","[{'text': 'SelecciónColombia', 'indices': [15, 33]}]"
futbolred,Noticias 📋 y estadísticas 📈 del fútbol profesional en Colombia y el mundo ⚽️ Síganos en Instagram y en Facebook como @Futbolredcom,Bogotá,642,873191,239950,2008-04-15 21:09:25,2021-05-16 14:30:49,1,"#SelecciónColombia

Transfermarkt publicó el 11 de Selección Colombia para Copa, con los mejor cotizados en el mercado. ⬇️ https://t.co/OxqLFo7RCW","[{'text': 'SelecciónColombia', 'indices': [0, 18]}]"
mafeland89,Periodista Deportiva - Narradora y Comentarista - Productora Audiovisual,"Bogotá, D.C., Colombia",663,61,383,2010-06-24 07:00:52,2021-05-15 01:24:14,0,"¿Por qué se sigue jugando fútbol en Colombia?
¿Por qué la #Conmebol autorizó los partidos de la Copa Libertadores en Colombia? #Editorial en
🔊👉https://t.co/1pN5wPx5Gb

#Conmebol #CopaAmérica2021 #SelecciónColombia #CopaLibertadores2021 #LaConmebolEsUnaVergueenza https://t.co/QkMk8ATbIx","[{'text': 'Conmebol', 'indices': [58, 67]}, {'text': 'Editorial', 'indices': [127, 137]}, {'text': 'Conmebol', 'indices': [168, 177]}, {'text': 'CopaAmérica2021', 'indices': [178, 194]}, {'text': 'SelecciónColombia', 'indices': [195, 213]}, {'text': 'CopaLibertadores2021', 'indices': [214, 235]}, {'text': 'LaConmebolEsUnaVergueenza', 'indices': [236, 262]}]"
fjrueda_fmurdah,"Fearless Warrior with a name of kings, social geek, running with technology by my side and always trying to stay updated - Loyal to the game",Any Place ... Sky is the Limit,181,120,4002,2010-11-25 05:25:54,2021-05-14 18:42:28,0,Me pregunto si los #jugadores de la #SeleccionColombia tendrían los pantalones de decirle no a la #CopaAmerica2021 ?? ... #JugarONoJugar #nojugar,"[{'text': 'jugadores', 'indices': [19, 29]}, {'text': 'SeleccionColombia', 'indices': [36, 54]}, {'text': 'CopaAmerica2021', 'indices': [98, 114]}, {'text': 'JugarONoJugar', 'indices': [122, 136]}, {'text': 'nojugar', 'indices': [137, 145]}]"
futbolred,Noticias 📋 y estadísticas 📈 del fútbol profesional en Colombia y el mundo ⚽️ Síganos en Instagram y en Facebook como @Futbolredcom,Bogotá,642,873191,239950,2008-04-15 21:09:25,2021-05-14 18:00:36,0,"#LigaBetPlay #SelecciónColombia

El jugador chocoano fue citado para un nuevo microciclo de la Selección Colombia sub 20. ⬇️ https://t.co/T8X7BhoV8y","[{'text': 'LigaBetPlay', 'indices': [0, 12]}, {'text': 'SelecciónColombia', 'indices': [13, 31]}]"
futbolred,Noticias 📋 y estadísticas 📈 del fútbol profesional en Colombia y el mundo ⚽️ Síganos en Instagram y en Facebook como @Futbolredcom,Bogotá,642,873191,239950,2008-04-15 21:09:25,2021-05-14 17:01:24,1,"#SelecciónColombia

El '10' de la Tricolor recordó sus mejores momentos con el combinado nacional. ⬇️ https://t.co/CrMDMDzQaH","[{'text': 'SelecciónColombia', 'indices': [0, 18]}]"
futbolred,Noticias 📋 y estadísticas 📈 del fútbol profesional en Colombia y el mundo ⚽️ Síganos en Instagram y en Facebook como @Futbolredcom,Bogotá,642,873191,239950,2008-04-15 21:09:25,2021-05-14 14:01:14,1,"#SeleccionColombia 
El volante estuvo bajo el mando del vallecaucano en su etapa con Atlético Nacional.  https://t.co/krhjy0uqdU","[{'text': 'SeleccionColombia', 'indices': [0, 18]}]"
vicmario54,"Nacido en Versalles Valle, egresado del Instituto Politécnico Municipal de Cali, diseñador gráfico.",España,942,853,10088,2010-10-31 16:23:41,2021-05-14 02:24:52,0,"#SeleccionColombia
#CopaAmerica2021
Después de todo lo que hemoss padecido con esta dictadura camuflada creo que no deberían prestarse para representar en copa América a un gobierno genocida.","[{'text': 'SeleccionColombia', 'indices': [0, 18]}, {'text': 'CopaAmerica2021', 'indices': [19, 35]}]"
MafeArguello14,🔥❤️🖤,"Cartagena, Colombia",79,86,2708,2018-12-09 03:16:29,2021-05-13 20:59:13,2,Los primeros en negarse a jugar la copa America deben ser los jugadores de la #SeleccionColombia deberían apoyar al pueblo y ahí sí que pueden hacerse sentir desde su posición. #NoALaCopaAmericaEnColombia,"[{'text': 'SeleccionColombia', 'indices': [97, 115]}]"
Karolitacero,,"Puerto Colombia, Colombia",1008,388,3753,2010-03-14 21:16:21,2021-05-13 19:39:01,2,Los primeros en negarse a jugar la copa America deben ser los jugadores de la #SeleccionColombia deberían apoyar al pueblo y ahí sí que pueden hacerse sentir desde su posición. #NoALaCopaAmericaEnColombia,"[{'text': 'SeleccionColombia', 'indices': [97, 115]}]"
KikePedroza_M,I'm not a perfect man - ig📸: @kikepedroza_m,"Cartagena, Colombia",273,208,8325,2009-11-10 04:07:06,2021-05-13 19:23:55,2,Los primeros en negarse a jugar la copa America deben ser los jugadores de la #SeleccionColombia deberían apoyar al pueblo y ahí sí que pueden hacerse sentir desde su posición. #NoALaCopaAmericaEnColombia,"[{'text': 'SeleccionColombia', 'indices': [78, 96]}, {'text': 'NoALaCopaAmericaEnColombia', 'indices': [177, 204]}]"
Fronter04523600,Ecuaciones y desigualdades orquesta-Articulaciones_AjiotesUsugansdownApp.Usmen+YLB.Autopsia,"Tuluá, Colombia",32,37,10672,2018-12-20 18:44:38,2021-05-13 15:30:53,3,"⚽️
¿Te gustaría tener la nueva Camiseta de la #SelecciónColombia? 🤩😱

Oxígeno 100.4 FM 📻 te la regala en este 2021 😙🎉
👇🏽
¡Muy pronto sabrás cómo participar! 😉

#MiSelección #Tricolor #LaPapaya #Martes #James #Falcao #Cuadrado #Camiseta #Fútbol #New #Concurso https://t.co/Vdm8PUqWxB","[{'text': 'SelecciónColombia', 'indices': [61, 79]}]"
AngieGuio1,Un país entre nubes,Tunja - Colombia,96,21,222,2013-08-23 04:13:49,2021-05-13 12:05:52,1,No o estamos para juegos no celebraciones u mucho menos perder el tiempo apoyando a una #seleccioncolombia  si se pueda llamar equipó q no está con el pueblo q no apoya su pueblo.... #VerguenzaNacional https://t.co/PNs3oOcXXI,"[{'text': 'seleccioncolombia', 'indices': [106, 124]}]"
JeissonNinco,feliz con la q llevó día tras día se vive el momento 💪💪💪💪,,312,18,322,2021-04-29 16:46:18,2021-05-13 11:57:32,1,No o estamos para juegos no celebraciones u mucho menos perder el tiempo apoyando a una #seleccioncolombia  si se pueda llamar equipó q no está con el pueblo q no apoya su pueblo.... #VerguenzaNacional https://t.co/PNs3oOcXXI,"[{'text': 'seleccioncolombia', 'indices': [88, 106]}, {'text': 'VerguenzaNacional', 'indices': [183, 201]}]"
PrimerTiempoCO,"La única web de deportes de Cartagena y Bolívar. Información diaria sobre Real Cartagena, y los deportistas cartageneros y bolivarenses.","Cartagena, Colombia",825,5411,102026,2010-06-24 15:22:58,2021-05-12 21:10:38,0,"#SeleccionColombia | Según el periodista @JulianCaperaB, de ESPN Colombia, Reinaldo Rueda tendría una numerosa lista para arrancar trabajos pensando en la reanudación de las Eliminatorias y la Copa América. https://t.co/USo5zypYfd","[{'text': 'SeleccionColombia', 'indices': [0, 18]}]"
luisuarez98,"Comunicador social 
Visita mi blog #crackderodilla y descubre lo mejor del mundo del fútbol.",Bogotá ,332,192,1061,2010-12-31 16:16:18,2021-05-12 20:34:46,0,"Y después de ver el PARTIDAZO de Muriel y Zapata, ¿será que aún hay dudas de la delantera de la #SelecciónColombia en esta próxima fecha en las #eliminatorias y en #CopaAmerica2021?","[{'text': 'SelecciónColombia', 'indices': [96, 114]}, {'text': 'eliminatorias', 'indices': [144, 158]}, {'text': 'CopaAmerica2021', 'indices': [164, 180]}]"
LuchoAnayaG,Ya yo dejé mis malos pasos hace días.,"Cartagena, Colombia",708,2485,48219,2012-12-05 16:19:25,2021-05-12 17:24:17,1,#SeleccionColombia | La FCF informó que el compromiso entre Incas y Cafeteros por la fecha 7 de las Eliminatorias Sudamericanas tiene nuevo horario. Conócelo⬇️ https://t.co/YUVZbLl84J,"[{'text': 'SeleccionColombia', 'indices': [20, 38]}]"
PrimerTiempoCO,"La única web de deportes de Cartagena y Bolívar. Información diaria sobre Real Cartagena, y los deportistas cartageneros y bolivarenses.","Cartagena, Colombia",825,5411,102026,2010-06-24 15:22:58,2021-05-12 17:18:25,1,#SeleccionColombia | La FCF informó que el compromiso entre Incas y Cafeteros por la fecha 7 de las Eliminatorias Sudamericanas tiene nuevo horario. Conócelo⬇️ https://t.co/YUVZbLl84J,"[{'text': 'SeleccionColombia', 'indices': [0, 18]}]"
